edge_id,subject_id,subject_label,subject_type,relation_type,object_id,object_label,object_type,support_annotation_ids,source_passage_ids,support_types,evidence_snippets,review_layer,part_taxonomy
edge.concept.prudence.treated_in.st.ii-ii.q050.a002,concept.prudence,Prudence,virtue,treated_in,st.ii-ii.q050.a002,II-II q.50 a.2 — Is political economy a species of prudence?,article,['ann.st-ii-ii-q050-a002-resp-concept-prudence-treated-in-st-ii-ii-q050-a002'],['st.ii-ii.q050.a002.resp'],['explicit_textual'],['and to this belongs that species of prudence which is called political.'],reviewed_doctrinal,
edge.concept.prudence.treated_in.st.ii-ii.q050.a003,concept.prudence,Prudence,virtue,treated_in,st.ii-ii.q050.a003,II-II q.50 a.3 — Is domestic economy a species of prudence?,article,['ann.st-ii-ii-q050-a003-resp-concept-prudence-treated-in-st-ii-ii-q050-a003'],['st.ii-ii.q050.a003.resp'],['explicit_textual'],"['And therefore, just as prudence commonly so called which governs the individual , is distinct from political prudence , so must domestic prudence be distinct from both.']",reviewed_doctrinal,
edge.concept.prudence.treated_in.st.ii-ii.q050.a004,concept.prudence,Prudence,virtue,treated_in,st.ii-ii.q050.a004,II-II q.50 a.4 — Is military prudence?,article,['ann.st-ii-ii-q050-a004-resp-concept-prudence-treated-in-st-ii-ii-q050-a004'],['st.ii-ii.q050.a004.resp'],['explicit_textual'],"['Therefore in those things also which are in accordance with reason, there should be not only ""political"" prudence , which disposes in a suitable manner such things as belong to the common good , but also a ""military"" prudence , whereby hostile attacks are repelled.']",reviewed_doctrinal,
edge.concept.prudence.treated_in.st.ii-ii.q051.a001,concept.prudence,Prudence,virtue,treated_in,st.ii-ii.q051.a001,II-II q.51 a.1 — Is euboulia a virtue?,article,['ann.st-ii-ii-q051-a001-resp-concept-prudence-treated-in-st-ii-ii-q051-a001'],['st.ii-ii.q051.a001.resp'],['strong_textual_inference'],"['As stated above ( II-II:47:4 ) the nature of a human virtue consists in making a human act good . Now among the acts of man , it is proper to him to take counsel, since this denotes a research of the reason about the actions he has to perform and whereof human']",reviewed_doctrinal,
edge.concept.prudence.treated_in.st.ii-ii.q051.a002,concept.prudence,Prudence,virtue,treated_in,st.ii-ii.q051.a002,"II-II q.51 a.2 — Is it a special virtue, distinct from prudence?",article,['ann.st-ii-ii-q051-a002-resp-concept-prudence-treated-in-st-ii-ii-q051-a002'],['st.ii-ii.q051.a002.resp'],['explicit_textual'],"['Consequently euboulia (deliberating well) which makes man take good counsel must needs be a distinct virtue from prudence , which makes man command well']",reviewed_doctrinal,
edge.concept.prudence.treated_in.st.ii-ii.q051.a003,concept.prudence,Prudence,virtue,treated_in,st.ii-ii.q051.a003,II-II q.51 a.3 — Is synesis a special virtue?,article,['ann.st-ii-ii-q051-a003-resp-concept-prudence-treated-in-st-ii-ii-q051-a003'],['st.ii-ii.q051.a003.resp'],['explicit_textual'],"['synesis (judging well according to common law ) signifies a right judgment, not indeed about speculative matters, but about particular practical matters, about which also is prudence']",reviewed_doctrinal,
edge.concept.prudence.treated_in.st.ii-ii.q051.a004,concept.prudence,Prudence,virtue,treated_in,st.ii-ii.q051.a004,II-II q.51 a.4 — Is gnome a special virtue?,article,['ann.st-ii-ii-q051-a004-resp-concept-prudence-treated-in-st-ii-ii-q051-a004'],['st.ii-ii.q051.a004.resp'],['strong_textual_inference'],"['cognitive habits differ according to higher and lower principles: thus in speculative matters wisdom considers higher principles than science does, and consequently is distinguished from it; and so must it be also in practical matters. Now it is evident that w']",reviewed_doctrinal,
edge.concept.prudence.treated_in.st.ii-ii.q052.a002,concept.prudence,Prudence,virtue,treated_in,st.ii-ii.q052.a002,II-II q.52 a.2 — Does the gift of counsel correspond to prudence?,article,['ann.st-ii-ii-q052-a002-resp-concept-prudence-treated-in-st-ii-ii-q052-a002'],['st.ii-ii.q052.a002.resp'],['explicit_textual'],"['Consequently prudence , which denotes rectitude of reason , is chiefly perfected and helped through being ruled and moved by the Holy Ghost , and this belongs to the gift of counsel, as stated above ( Article 1 )']",reviewed_doctrinal,
edge.concept.prudence.treated_in.st.ii-ii.q054.a002,concept.prudence,Prudence,virtue,treated_in,st.ii-ii.q054.a002,II-II q.54 a.2 — To which virtue is it opposed?,article,['ann.st-ii-ii-q054-a002-resp-concept-prudence-treated-in-st-ii-ii-q054-a002'],['st.ii-ii.q054.a002.resp'],['explicit_textual'],"['Now solicitude pertains to the reason, and rectitude of solicitude to prudence']",reviewed_doctrinal,
edge.concept.prudence.treated_in.st.ii-ii.q055.a001,concept.prudence,Prudence,virtue,treated_in,st.ii-ii.q055.a001,II-II q.55 a.1 — Is prudence of the flesh a sin?,article,['ann.st-ii-ii-q055-a001-resp-concept-prudence-treated-in-st-ii-ii-q055-a001'],['st.ii-ii.q055.a001.resp'],['explicit_textual'],"['As stated above ( II-II:47:13 ), prudence regards things which are directed to the end of life as a whole']",reviewed_doctrinal,
edge.concept.prudence.treated_in.st.ii-ii.q055.a003,concept.prudence,Prudence,virtue,treated_in,st.ii-ii.q055.a003,II-II q.55 a.3 — Is craftiness a special sin?,article,['ann.st-ii-ii-q055-a003-resp-concept-prudence-treated-in-st-ii-ii-q055-a003'],['st.ii-ii.q055.a003.resp'],['explicit_textual'],"['Prudence is ""right reason applied to action,"" just as science is ""right reason applied to knowledge ."" On speculative matters one may sin against rectitude of knowledge in two ways: in one way when the reason is led to a false conclusion that appears to be true']",reviewed_doctrinal,
edge.concept.prudence.treated_in.st.ii-ii.q056.a001,concept.prudence,Prudence,virtue,treated_in,st.ii-ii.q056.a001,II-II q.56 a.1 — The precepts of prudence,article,['ann.st-ii-ii-q056-a001-resp-concept-prudence-treated-in-st-ii-ii-q056-a001'],['st.ii-ii.q056.a001.resp'],['explicit_textual'],"['Now prudence is not about the end, but about the means, as stated above ( II-II:47:6 )']",reviewed_doctrinal,
edge.concept.prudence.treated_in.st.ii-ii.q056.a002,concept.prudence,Prudence,virtue,treated_in,st.ii-ii.q056.a002,II-II q.56 a.2 — The precepts relating to the opposite vices,article,['ann.st-ii-ii-q056-a002-resp-concept-prudence-treated-in-st-ii-ii-q056-a002'],['st.ii-ii.q056.a002.resp'],['strong_textual_inference'],"['As stated above ( Article 1 ), justice , above all, regards the aspect of something due, which is a necessary condition for a precept, because justice tends to render that which is due to another, as we shall state further on ( II-II:58:2 . Now craftiness, as']",reviewed_doctrinal,
edge.concept.prudence_of_flesh.caused_by.concept.covetousness,concept.prudence_of_flesh,Prudence of the Flesh,vice,caused_by,concept.covetousness,Covetousness,vice,['ann.st-ii-ii-q055-a008-resp-concept-prudence-of-flesh-caused-by-concept-covetousness'],['st.ii-ii.q055.a008.resp'],['explicit_textual'],['Therefore the aforesaid vices arise chiefly from covetousness .'],reviewed_doctrinal,
edge.concept.prudence_of_flesh.opposed_by.concept.prudence,concept.prudence_of_flesh,Prudence of the Flesh,vice,opposed_by,concept.prudence,Prudence,virtue,['ann.st-ii-ii-q055-a001-resp-concept-prudence-of-flesh-opposed-by-concept-prudence'],['st.ii-ii.q055.a001.resp'],['strong_textual_inference'],['Hence prudence of the flesh signifies properly the prudence of a man who looks upon carnal goods as the last end of his life'],reviewed_doctrinal,
edge.concept.prudence_of_flesh.treated_in.st.ii-ii.q055.a001,concept.prudence_of_flesh,Prudence of the Flesh,vice,treated_in,st.ii-ii.q055.a001,II-II q.55 a.1 — Is prudence of the flesh a sin?,article,['ann.st-ii-ii-q055-a001-resp-concept-prudence-of-flesh-treated-in-st-ii-ii-q055-a001'],['st.ii-ii.q055.a001.resp'],['explicit_textual'],['Hence prudence of the flesh signifies properly the prudence of a man who looks upon carnal goods as the last end of his life'],reviewed_doctrinal,
edge.concept.prudence_of_flesh.treated_in.st.ii-ii.q055.a002,concept.prudence_of_flesh,Prudence of the Flesh,vice,treated_in,st.ii-ii.q055.a002,II-II q.55 a.2 — Is it a mortal sin?,article,['ann.st-ii-ii-q055-a002-resp-concept-prudence-of-flesh-treated-in-st-ii-ii-q055-a002'],['st.ii-ii.q055.a002.resp'],['explicit_textual'],"['Accordingly if prudence of the flesh be taken as corresponding to prudence in its absolute signification, so that a man place the last end of his whole life in the care of the flesh, it is a mortal sin , because he turns away from God by so doing, since he cannot have several last ends, as stated above ( I-II:01:5 )']",reviewed_doctrinal,
edge.concept.prudence_of_flesh.treated_in.st.ii-ii.q055.a008,concept.prudence_of_flesh,Prudence of the Flesh,vice,treated_in,st.ii-ii.q055.a008,II-II q.55 a.8 — The origin of these vices,article,['ann.st-ii-ii-q055-a008-resp-concept-prudence-of-flesh-treated-in-st-ii-ii-q055-a008'],['st.ii-ii.q055.a008.resp'],['explicit_textual'],"['II-II:47:13 ), carnal prudence and craftiness, as well as guile and fraud , bear a certain resemblance to prudence in some kind of use of the reason']",reviewed_doctrinal,
edge.concept.reason_faculty.treated_in.st.ii-ii.q047.a001,concept.reason_faculty,Reason,faculty,treated_in,st.ii-ii.q047.a001,II-II q.47 a.1 — Is prudence in the will or in the reason?,article,['ann.st-ii-ii-q047-a001-resp-concept-reason-faculty-treated-in-st-ii-ii-q047-a001'],['st.ii-ii.q047.a001.resp'],['explicit_textual'],"['Wherefore it is manifest that prudence belongs directly to the cognitive, and not to the sensitive faculty, because by the latter we know nothing but what is within reach and offers itself to the senses: while to obtain knowledge of the future from knowledge of the present or past, which pertains to prudence , belongs properly to the reason, because this is done by a process of comparison']",reviewed_doctrinal,
edge.concept.reasoning.integral_part_of.concept.prudence,concept.reasoning,Reasoning,prudence_part,integral_part_of,concept.prudence,Prudence,virtue,['ann.st-ii-ii-q048-a001-resp-concept-reasoning-integral-part-of-concept-prudence'],['st.ii-ii.q048.a001.resp'],['explicit_textual'],"['vi, 11): ""Of such things one needs to have the sense, and this is understanding."" Of these eight, five belong to prudence as a cognitive virtue , namely, "" memory ,"" ""reasoning,"" ""understanding,"" ""docility"" and ""shrewdness"": while the three others belong thereto, as commanding and applying knowledge to action, namely, ""foresight,"" ""circumspection"" and ""caution."" The reason of their difference is seen from the fact that three things may be observed in reference to knowledge']",reviewed_doctrinal,integral
edge.concept.reasoning.treated_in.st.ii-ii.q048.a001,concept.reasoning,Reasoning,prudence_part,treated_in,st.ii-ii.q048.a001,"II-II q.48 a.1 — The three parts of prudence: integral, subjective, and potential",article,['ann.st-ii-ii-q048-a001-resp-concept-reasoning-treated-in-st-ii-ii-q048-a001'],['st.ii-ii.q048.a001.resp'],['explicit_textual'],"['vi, 11): ""Of such things one needs to have the sense, and this is understanding."" Of these eight, five belong to prudence as a cognitive virtue , namely, "" memory ,"" ""reasoning,"" ""understanding,"" ""docility"" and ""shrewdness"": while the three others belong thereto, as commanding and applying knowledge to action, namely, ""foresight,"" ""circumspection"" and ""caution."" The reason of their difference is seen from the fact that three things may be observed in reference to knowledge']",reviewed_doctrinal,
edge.concept.reasoning.treated_in.st.ii-ii.q049.a005,concept.reasoning,Reasoning,prudence_part,treated_in,st.ii-ii.q049.a005,II-II q.49 a.5 — Reason,article,['ann.st-ii-ii-q049-a005-resp-concept-reasoning-treated-in-st-ii-ii-q049-a005'],['st.ii-ii.q049.a005.resp'],['explicit_textual'],['But this is the work of reason'],reviewed_doctrinal,
edge.concept.regnative_prudence.subjective_part_of.concept.prudence,concept.regnative_prudence,Regnative Prudence,prudence_part,subjective_part_of,concept.prudence,Prudence,virtue,"['ann.st-ii-ii-q048-a001-resp-concept-regnative-prudence-subjective-part-of-concept-prudence', 'ann.st-ii-ii-q050-a001-resp-concept-regnative-prudence-subjective-part-of-concept-prudence']","['st.ii-ii.q048.a001.resp', 'st.ii-ii.q050.a001.resp']",['explicit_textual'],"['such is the multitude of a home or family , and this is ruled by ""domestic prudence "": and such again is the multitude of a city or kingdom, the ruling principle of which is ""regnative prudence "" in the ruler, and ""political prudence ,"" simply so called, in the subjects', 'Hence prudence in its special and most perfect sense, belongs to a king who is charged with the government of a city or kingdom: for which reason a species of prudence is reckoned to be regnative.']",reviewed_doctrinal,subjective
edge.concept.regnative_prudence.treated_in.st.ii-ii.q048.a001,concept.regnative_prudence,Regnative Prudence,prudence_part,treated_in,st.ii-ii.q048.a001,"II-II q.48 a.1 — The three parts of prudence: integral, subjective, and potential",article,['ann.st-ii-ii-q048-a001-resp-concept-regnative-prudence-treated-in-st-ii-ii-q048-a001'],['st.ii-ii.q048.a001.resp'],['explicit_textual'],"['such is the multitude of a home or family , and this is ruled by ""domestic prudence "": and such again is the multitude of a city or kingdom, the ruling principle of which is ""regnative prudence "" in the ruler, and ""political prudence ,"" simply so called, in the subjects']",reviewed_doctrinal,
edge.concept.regnative_prudence.treated_in.st.ii-ii.q050.a001,concept.regnative_prudence,Regnative Prudence,prudence_part,treated_in,st.ii-ii.q050.a001,II-II q.50 a.1 — Is a species of prudence regnative?,article,['ann.st-ii-ii-q050-a001-resp-concept-regnative-prudence-treated-in-st-ii-ii-q050-a001'],['st.ii-ii.q050.a001.resp'],['explicit_textual'],"['Hence prudence in its special and most perfect sense, belongs to a king who is charged with the government of a city or kingdom: for which reason a species of prudence is reckoned to be regnative.']",reviewed_doctrinal,
edge.concept.shrewdness.integral_part_of.concept.prudence,concept.shrewdness,Shrewdness,prudence_part,integral_part_of,concept.prudence,Prudence,virtue,['ann.st-ii-ii-q048-a001-resp-concept-shrewdness-integral-part-of-concept-prudence'],['st.ii-ii.q048.a001.resp'],['explicit_textual'],"['and eustochia or ""shrewdness"" mentioned by Aristotle']",reviewed_doctrinal,integral
edge.concept.shrewdness.treated_in.st.ii-ii.q048.a001,concept.shrewdness,Shrewdness,prudence_part,treated_in,st.ii-ii.q048.a001,"II-II q.48 a.1 — The three parts of prudence: integral, subjective, and potential",article,['ann.st-ii-ii-q048-a001-resp-concept-shrewdness-treated-in-st-ii-ii-q048-a001'],['st.ii-ii.q048.a001.resp'],['explicit_textual'],"['and eustochia or ""shrewdness"" mentioned by Aristotle']",reviewed_doctrinal,
edge.concept.shrewdness.treated_in.st.ii-ii.q049.a004,concept.shrewdness,Shrewdness,prudence_part,treated_in,st.ii-ii.q049.a004,II-II q.49 a.4 — Shrewdness,article,['ann.st-ii-ii-q049-a004-resp-concept-shrewdness-treated-in-st-ii-ii-q049-a004'],['st.ii-ii.q049.a004.resp'],['explicit_textual'],"['Now just as docility consists in a man being well disposed to acquire a right opinion from another man , so shrewdness is an apt disposition to acquire a right estimate by oneself, yet so that shrewdness be taken for eustochia , of which it is a part']",reviewed_doctrinal,
edge.concept.solicitude.treated_in.st.ii-ii.q047.a009,concept.solicitude,Solicitude,act,treated_in,st.ii-ii.q047.a009,II-II q.47 a.9 — Does solicitude or watchfulness belong to prudence?,article,['ann.st-ii-ii-q047-a009-resp-concept-solicitude-treated-in-st-ii-ii-q047-a009'],['st.ii-ii.q047.a009.resp'],['explicit_textual'],"['vi, 9) that ""one should be quick in carrying out the counsel taken, but slow in taking counsel."" Hence it is that solicitude belongs properly to prudence , and for this reason Augustine says (De Morib']",reviewed_doctrinal,
edge.concept.solicitude.treated_in.st.ii-ii.q054.a002,concept.solicitude,Solicitude,act,treated_in,st.ii-ii.q054.a002,II-II q.54 a.2 — To which virtue is it opposed?,article,['ann.st-ii-ii-q054-a002-resp-concept-solicitude-treated-in-st-ii-ii-q054-a002'],['st.ii-ii.q054.a002.resp'],['explicit_textual'],['Negligence is directly opposed to solicitude'],reviewed_doctrinal,
edge.concept.synesis.potential_part_of.concept.prudence,concept.synesis,Synesis,prudence_part,potential_part_of,concept.prudence,Prudence,virtue,['ann.st-ii-ii-q048-a001-resp-concept-synesis-potential-part-of-concept-prudence'],['st.ii-ii.q048.a001.resp'],['explicit_textual'],"['On this way the parts of prudence are "" good counsel,"" which concerns counsel, ""synesis,"" which concerns judgment in matters of ordinary occurrence, and ""gnome,"" which concerns judgment in matters of exception to the law : while "" prudence "" is about the chief act, viz']",reviewed_doctrinal,potential
edge.concept.synesis.treated_in.st.ii-ii.q048.a001,concept.synesis,Synesis,prudence_part,treated_in,st.ii-ii.q048.a001,"II-II q.48 a.1 — The three parts of prudence: integral, subjective, and potential",article,['ann.st-ii-ii-q048-a001-resp-concept-synesis-treated-in-st-ii-ii-q048-a001'],['st.ii-ii.q048.a001.resp'],['explicit_textual'],"['On this way the parts of prudence are "" good counsel,"" which concerns counsel, ""synesis,"" which concerns judgment in matters of ordinary occurrence, and ""gnome,"" which concerns judgment in matters of exception to the law : while "" prudence "" is about the chief act, viz']",reviewed_doctrinal,
edge.concept.synesis.treated_in.st.ii-ii.q051.a003,concept.synesis,Synesis,prudence_part,treated_in,st.ii-ii.q051.a003,II-II q.51 a.3 — Is synesis a special virtue?,article,['ann.st-ii-ii-q051-a003-resp-concept-synesis-treated-in-st-ii-ii-q051-a003'],['st.ii-ii.q051.a003.resp'],['explicit_textual'],"['synesis (judging well according to common law ) signifies a right judgment, not indeed about speculative matters, but about particular practical matters, about which also is prudence']",reviewed_doctrinal,
edge.concept.temporal_solicitude.contrary_to.concept.prudence,concept.temporal_solicitude,Solicitude about Temporal Things,defect,contrary_to,concept.prudence,Prudence,virtue,['ann.st-ii-ii-q055-a006-resp-concept-temporal-solicitude-contrary-to-concept-prudence'],['st.ii-ii.q055.a006.resp'],['strong_textual_inference'],['Accordingly solicitude about temporal things may be unlawful in three ways'],reviewed_doctrinal,
edge.concept.temporal_solicitude.treated_in.st.ii-ii.q055.a006,concept.temporal_solicitude,Solicitude about Temporal Things,defect,treated_in,st.ii-ii.q055.a006,II-II q.55 a.6 — Solicitude about temporal things,article,['ann.st-ii-ii-q055-a006-resp-concept-temporal-solicitude-treated-in-st-ii-ii-q055-a006'],['st.ii-ii.q055.a006.resp'],['explicit_textual'],['Accordingly solicitude about temporal things may be unlawful in three ways'],reviewed_doctrinal,
edge.concept.thoughtlessness.caused_by.concept.lust,concept.thoughtlessness,Thoughtlessness,defect,caused_by,concept.lust,Lust,vice,['ann.st-ii-ii-q053-a006-resp-concept-thoughtlessness-caused-by-concept-lust'],['st.ii-ii.q053.a006.resp'],['explicit_textual'],"['Wherefore, since the aforesaid vices involve a defect of prudence and of the practical reason, as stated above (Articles 2 and 5 ), it follows that they arise chiefly from lust .']",reviewed_doctrinal,
edge.concept.thoughtlessness.opposed_by.concept.prudence,concept.thoughtlessness,Thoughtlessness,defect,opposed_by,concept.prudence,Prudence,virtue,['ann.st-ii-ii-q053-a004-resp-concept-thoughtlessness-opposed-by-concept-prudence'],['st.ii-ii.q053.a004.resp'],['strong_textual_inference'],['It is therefore evident that thoughtlessness is a sin .'],reviewed_doctrinal,
edge.concept.thoughtlessness.treated_in.st.ii-ii.q053.a004,concept.thoughtlessness,Thoughtlessness,defect,treated_in,st.ii-ii.q053.a004,II-II q.53 a.4 — Thoughtlessness,article,['ann.st-ii-ii-q053-a004-resp-concept-thoughtlessness-treated-in-st-ii-ii-q053-a004'],['st.ii-ii.q053.a004.resp'],['explicit_textual'],"['and consequently the lack of right judgment belongs to the vice of thoughtlessness, in so far, to wit, as one fails to judge rightly through contempt or neglect of those things on which a right judgment depends']",reviewed_doctrinal,
